trap_num,Time,X,Y,Area
10,1,29,29,50
10,2,29,39,39
10,2,30,30,51
10,3,29,30,57
10,3,29,39,44
10,4,28,30,57
10,4,29,40,51
10,5,29,39,64
10,5,30,28,64
10,6,30,29,64
10,6,30,40,57
10,7,30,40,71
10,7,29,29,57
10,8,31,41,79
10,8,30,29,57
10,9,29,29,50
10,10,30,29,50
10,10,29,38,39
10,11,29,38,44
10,11,30,29,57
10,12,29,29,57
10,12,29,40,51
10,13,29,40,57
10,13,30,30,63
10,14,29,40,71
10,14,30,29,63
10,15,30,29,71
10,15,29,39,64
10,16,30,29,64
10,16,31,40,71
10,17,30,29,50
10,17,29,37,19
10,18,30,30,57
10,18,30,38,39
10,19,29,29,57
10,19,29,39,57
10,20,30,30,57
10,20,30,40,51
10,21,29,39,71
10,21,29,28,64
10,22,29,28,71
10,22,29,39,64
10,23,30,28,78
10,23,29,39,64
10,24,31,29,63
10,24,31,41,63
10,25,29,29,50
10,25,29,37,24
10,26,30,28,55
10,26,30,37,39
10,27,29,29,63
10,27,29,39,51
10,28,29,29,57
10,28,30,39,57
10,29,29,29,63
10,29,29,39,63
10,30,29,28,71
10,30,29,39,71
10,31,29,28,71
10,31,29,39,87
10,32,30,29,78
10,32,30,40,71
10,33,29,29,57
10,33,30,39,70
10,34,30,29,55
10,34,29,39,44
10,35,30,29,63
10,35,29,39,57
10,36,29,39,64
10,36,30,29,63
10,37,29,29,63
10,37,28,40,71
10,38,29,41,79
10,38,30,29,71
10,39,29,40,87
10,39,29,29,71
10,40,29,40,87
10,40,30,28,71
10,41,29,30,63
10,41,29,42,71
10,42,30,28,50
10,42,30,37,33
10,43,29,29,63
10,43,28,38,39
10,44,29,29,63
10,44,29,40,57
10,45,30,29,63
10,45,30,40,51
10,46,29,28,63
10,46,29,39,71
10,47,28,40,71
10,47,29,29,71
10,48,29,30,63
10,48,29,42,78
10,49,29,28,50
10,49,29,36,19
10,50,29,29,57
10,50,29,38,39
10,51,29,29,71
10,51,29,39,57
10,52,29,40,71
10,52,30,29,63
10,53,29,41,71
10,53,30,29,63
10,54,29,28,71
10,54,29,41,71
10,55,30,28,71
10,55,30,40,71
10,56,28,29,79
10,56,29,40,87
10,57,30,28,63
10,57,31,40,63
10,57,30,37,29
10,58,28,28,78
10,58,28,39,44
10,59,29,28,64
10,59,29,38,44
10,60,29,28,63
10,60,29,38,57
10,61,29,28,71
10,61,29,39,57
10,62,29,27,64
10,62,29,39,57
10,63,29,28,79
10,63,28,39,71
10,64,29,28,79
10,64,29,40,71
10,65,29,29,57
10,65,31,40,70
10,66,30,29,57
10,66,30,37,39
10,67,28,28,64
10,67,28,39,44
10,68,30,27,71
10,68,29,39,51
10,69,30,29,79
10,69,30,39,57
10,70,28,27,71
10,70,29,39,64
10,71,29,28,79
10,71,28,39,64
10,72,29,28,79
10,72,29,40,71
10,73,29,28,78
10,74,30,28,71
10,74,30,36,33
10,75,29,27,71
10,75,29,38,44
10,76,29,28,71
10,76,29,39,51
10,77,31,28,78
10,77,30,40,71
10,78,30,28,79
10,78,29,40,71
10,79,29,27,79
10,79,28,40,71
10,80,29,27,87
10,80,29,40,85
10,81,30,27,96
10,81,31,40,95
10,82,29,28,79
10,82,31,41,87
10,83,29,27,71
10,83,29,36,24
10,84,28,28,87
10,84,29,38,44
10,85,30,27,79
10,85,29,38,44
10,86,30,27,71
10,86,30,39,57
10,87,30,28,79
10,87,30,40,71
10,88,29,28,79
10,88,29,40,71
10,89,30,27,87
10,89,30,39,87
10,90,29,27,96
10,90,29,41,95
10,91,30,27,87
10,91,30,41,95
10,92,29,28,79
10,93,29,27,79
10,93,29,36,38
10,94,29,27,79
10,94,29,36,44
10,95,29,27,71
10,95,29,38,44
10,96,29,28,79
10,96,29,39,51
10,97,29,27,79
10,97,29,39,51
10,98,28,28,71
10,98,29,40,51
10,99,29,27,79
10,99,29,39,64
10,100,29,27,96
10,100,29,40,71
10,101,29,27,87
10,101,30,39,87
10,102,30,26,87
10,102,30,40,79
10,103,29,26,79
10,103,30,40,79
10,104,30,27,78
10,104,30,36,39
10,105,29,28,78
10,105,29,38,38
10,106,29,27,78
10,106,28,38,44
10,107,29,27,78
10,107,29,39,63
10,108,29,27,87
10,108,29,40,71
10,109,29,28,87
10,109,29,40,85
10,110,28,27,79
10,110,28,40,85
10,111,29,27,79
10,111,29,40,95
10,112,28,27,87
10,112,29,40,103
10,113,28,27,87
10,113,29,40,85
10,114,29,26,96
10,114,30,40,87
10,115,28,27,87
10,115,30,41,118
10,116,28,27,87
10,116,30,41,121
10,117,30,27,114
10,118,29,26,104
10,119,29,27,104
10,120,29,26,96
10,121,29,26,87
10,121,30,36,33
10,122,28,26,79
10,122,28,38,50
10,123,30,26,96
10,123,30,39,57
10,124,29,25,87
10,124,29,40,63
10,125,29,25,96
10,125,29,40,76
10,126,29,26,96
10,126,29,40,78
10,127,28,25,96
10,127,28,40,92
10,128,29,27,104
10,128,29,40,103
10,129,28,26,104
10,129,28,40,92
10,130,29,26,104
10,130,29,40,103
10,131,27,42,95
10,131,29,27,104
10,132,28,43,95
10,132,30,28,95
10,133,28,26,104
10,133,30,42,85
10,134,24,45,78
10,134,27,43,85
10,134,29,26,96
10,135,29,26,96
10,135,30,35,29
10,136,28,26,96
10,136,29,37,44
10,137,29,26,96
10,137,29,37,50
10,138,30,26,96
10,138,29,38,44
10,139,30,26,104
10,139,29,39,50
10,140,29,25,87
10,140,28,39,50
10,141,29,26,87
10,141,29,41,63
10,142,30,26,95
10,142,30,41,63
10,143,29,26,95
10,143,29,40,70
10,144,29,25,96
10,144,29,41,78
10,145,30,25,87
10,145,29,41,71
10,146,28,25,96
10,146,27,41,85
10,147,27,41,95
10,147,29,26,95
10,148,27,41,95
10,148,29,25,96
10,149,29,25,96
10,149,28,42,85
10,150,29,43,103
10,150,29,27,95
10,151,29,26,104
10,151,30,41,95
10,152,29,41,95
10,152,29,24,103
10,153,29,40,103
10,153,29,24,95
10,154,28,25,104
10,154,28,42,85
10,155,29,25,104
10,155,30,41,95
10,156,29,25,113
10,156,30,42,103
10,157,29,25,121
10,157,29,41,103
10,158,29,25,121
10,158,30,41,110
10,159,29,24,130
10,159,29,40,103
10,160,29,23,110
10,160,29,41,121
10,161,29,25,121
10,161,29,43,99
10,162,30,22,184
10,163,30,21,180
10,164,30,21,170
10,165,29,20,189
10,166,31,19,231
10,167,30,20,231
10,168,29,16,314
10,169,29,16,308
10,170,32,15,252
10,171,30,17,236
10,172,30,17,220
10,173,30,17,220
10,174,33,14,241
10,175,32,14,241
10,175,30,29,78
10,176,32,13,202
10,176,30,30,87
10,177,31,14,241
10,177,30,30,79
10,178,31,15,227
10,178,29,30,79
10,179,30,16,241
10,179,28,32,85
10,180,30,15,239
10,180,29,31,85
10,181,30,16,227
10,181,28,33,99
10,182,33,13,239
10,182,29,30,121
10,183,28,31,99
10,183,34,13,189
10,183,38,10,154
10,184,0,0,0
10,185,0,0,0
10,186,0,0,0
10,187,0,0,0
10,188,0,0,0
10,189,0,0,0
10,190,0,0,0
10,191,0,0,0
10,192,0,0,0
10,193,0,0,0
10,194,30,31,57
10,195,30,31,51
10,196,29,39,44
10,196,30,30,57
10,197,29,41,51
10,197,29,31,57
10,198,29,40,57
10,198,30,30,57
10,199,29,40,57
10,199,30,30,57
10,200,29,41,57
10,200,30,30,51
10,201,29,40,51
10,201,30,29,79
10,202,28,40,64
10,202,29,29,78
10,203,27,42,57
10,203,28,29,64
10,204,29,40,57
10,204,30,28,64
10,205,29,42,63
10,205,30,29,64
10,206,27,41,64
10,206,29,40,50
10,206,30,29,57
10,207,30,30,57
10,207,31,40,44
10,208,29,30,63
10,208,29,41,51
10,209,30,29,57
10,209,30,40,51
10,210,29,41,71
10,210,30,30,64
10,211,29,40,71
10,211,29,29,64
10,212,30,41,63
10,212,29,29,64
10,213,29,41,63
10,213,29,29,64
10,214,30,29,63
10,215,30,28,44
10,215,30,37,24
10,216,30,29,57
10,216,30,38,39
10,217,30,29,44
10,217,30,39,39
10,218,31,29,63
10,218,30,40,44
10,219,30,28,50
10,219,31,40,51
10,220,30,28,78
10,220,30,38,57
10,221,28,27,78
10,221,29,38,44
10,222,30,28,71
10,222,29,41,57
10,223,29,28,64
10,224,29,28,64
10,225,30,28,50
10,225,30,37,28
10,226,30,28,50
10,226,30,39,33
10,227,29,29,57
10,227,29,38,39
10,228,30,29,51
10,228,30,39,44
10,229,30,30,79
10,229,30,40,57
10,230,30,28,71
10,230,29,40,57
10,231,30,29,79
10,231,29,40,64
10,232,29,28,79
10,232,28,40,71
10,233,29,28,64
10,233,29,41,51
10,234,29,28,64
10,235,28,29,57
10,235,28,37,28
10,236,30,28,63
10,236,30,37,33
10,237,28,29,57
10,237,29,39,44
10,238,29,28,57
10,238,30,39,51
10,239,28,29,57
10,239,29,39,44
10,240,29,28,71
10,240,29,39,51
10,241,30,41,79
10,241,30,29,79
10,242,29,40,71
10,242,30,29,79
10,243,29,28,87
10,243,29,40,79
10,244,30,40,71
10,244,30,28,79
10,245,29,27,71
10,245,29,35,29
10,246,30,27,71
10,246,30,36,33
10,247,30,27,71
10,247,30,36,33
10,248,30,27,71
10,248,29,37,44
10,249,28,28,64
10,249,29,38,44
10,250,30,28,71
10,250,29,38,44
10,251,28,28,64
10,251,28,39,44
10,252,30,28,79
10,252,29,39,64
10,253,28,39,64
10,253,29,27,87
10,254,28,28,71
10,254,28,40,71
10,255,28,27,78
10,255,28,39,64
10,256,29,39,64
10,256,30,28,79
10,257,30,28,87
10,257,29,39,64
10,258,29,28,87
10,259,29,28,87
10,260,30,27,87
10,261,28,27,79
10,262,28,28,79
10,263,28,27,79
10,263,29,37,38
10,264,29,27,64
10,264,29,37,39
10,265,28,27,79
10,265,28,37,44
10,266,28,28,79
10,266,28,38,44
10,267,29,28,71
10,267,29,39,44
10,268,28,27,79
10,268,28,37,44
10,269,28,27,79
10,269,28,38,64
10,270,29,26,87
10,270,29,38,57
10,271,29,29,104
10,272,29,28,96
10,273,28,29,96
10,274,29,28,96
10,275,28,28,104
10,276,29,28,104
10,277,29,28,87
10,278,29,29,104
10,279,29,29,104
10,280,29,29,104
10,281,29,29,104
10,282,29,28,104
10,283,30,29,95
10,284,30,28,95
10,285,29,28,87
10,286,30,27,96
10,287,29,28,104
10,288,29,28,104
10,289,29,28,104
10,290,29,27,96
10,291,29,27,104
10,292,30,27,96
10,293,30,28,113
10,294,30,27,114
10,295,29,28,104
10,296,30,28,104
10,297,29,28,104
10,298,29,27,96
10,299,29,27,104
10,300,29,27,104
10,301,30,28,104
10,302,29,27,95
10,303,30,27,114
10,304,30,27,104
10,305,30,27,113
10,306,30,27,114
10,307,29,27,113
10,308,29,26,104
10,309,29,26,96
10,310,30,27,114
10,311,30,26,104
10,312,30,26,96
10,313,29,26,104
10,314,30,26,104
10,315,30,26,114
10,316,30,27,114
10,317,29,26,114
10,318,28,26,104
10,319,30,27,114
10,320,31,26,123
10,321,29,26,104
10,322,30,26,123
10,323,29,26,113
10,324,31,26,104
10,325,29,27,104
10,326,30,26,104
10,327,30,27,114
10,328,29,27,113
10,329,29,26,113
10,330,30,27,123
10,331,29,26,104
10,332,29,26,113
10,333,29,26,113
10,334,29,27,104
10,335,29,26,113
10,336,29,25,113
10,337,30,26,123
10,338,29,26,113
10,339,29,25,113
10,340,30,26,123
10,341,30,27,104
10,342,29,26,113
10,343,28,26,113
10,344,29,26,113
10,345,29,26,113
10,346,29,27,104
10,347,29,26,113
10,348,30,27,104
10,349,29,27,104
10,350,29,26,104
10,351,29,26,113
10,352,30,26,113
10,353,29,27,104
10,354,29,26,113
10,355,29,26,113
10,356,29,26,104
10,357,31,25,123
10,358,30,26,104
10,359,28,27,104
10,360,29,26,104
10,361,30,26,104
10,362,30,26,113
10,363,29,25,104
10,364,29,27,104
10,365,30,26,104
10,366,28,26,104
10,367,29,26,113
10,368,29,26,113
10,369,29,26,113
10,370,30,26,123
10,371,30,26,123
10,372,28,26,121
10,373,31,26,123
10,374,29,26,113
10,375,29,25,113
10,376,30,27,104
10,377,31,25,123
10,378,29,26,104
10,379,29,25,113
10,380,29,25,113
10,381,29,25,113
10,382,29,25,113
10,383,30,25,104
10,384,30,26,104
10,385,28,25,113
10,386,30,25,103
10,387,29,26,113
10,388,29,25,113
10,389,29,25,113
10,390,29,25,113
10,391,30,26,113